X1,X_id,title,description,dateFrom,dateTo,providerId,provider,isAvailableInJoyGifts,updatedAt,createdAt,isDeleted,isActive,status,spam,menuRef,listReceive,numberOfRemainingUses,numberOfUses,maxDiscountedPrice,minBill,price,percent,customerGroup,campaign,promotionType,categories,listIgnores,listShares,listLikes,keywords,__v,loyaltyProgram,linkImage,image,dateBegin,dateEnd,link,isVoucherOfHunter2,isVoucher
1,5c7deebd0a2d74001422ea4b,FUNKY tặng bạn ƯU ĐÃI 20% nhân dip 8/3,8/3 phái nữ phải có quà. FUNKY COFFEE giảm giá 20% cho hội chị em phụ nữ gặp gỡ cùng nhau hàn huyện chuyện trò tại Funky. Hãy dành chút thời gian cho riêng bản thân vào ngày đặc biệt này nhé!,2019-03-05T00:00:00Z,2019-03-10T23:59:00Z,5c6cd2a5e0141c001643fd91,5c6cd2a5e0141c001643fd91,TRUE,2019-03-04T19:51:04Z,2019-03-04T19:51:04Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,cafe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
2,5c7ddae7cbb9b0001410da24,Mua 5 tặng 1,Tích điểm,2019-03-05T09:10:00Z,2020-03-05T09:11:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-03-04T16:30:11Z,2019-03-04T16:30:11Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5c7ddae7cbb9b0001410da26"",""5c7ddae7cbb9b0001410da25""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5c7ddae7cbb9b0001410da28"", ""5c7ddae7cbb9b0001410da27""), value = c(0, 0))",list(),0,0,0,1,"c(""tra_sua"", ""cafe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
3,5c7df34fcbb9b0001410dc07,8/3 đến TÔN NỮ QUÁN nhận quà - Cứ đến là được tặng.,"Mừng ngày quốc tế phụ nữ, Tôn Nữ Quán tặng FREE CHÈ KHOAI DẺO cùng những phần quà hấp dẫn dành tặng rieng phái Nữ. Hãy tạo bất ngờ cho người phụ nữ bạn yêu thương bằng món quà đặc biệt của TÔN NỮ QUÁN nhé!",2019-03-07T00:00:00Z,2019-03-09T23:59:00Z,5c1cabab32fc8c00153b4b53,5c1cabab32fc8c00153b4b53,TRUE,2019-03-04T16:30:11Z,2019-03-04T16:30:11Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
4,5c7df477cbb9b0001410dc39,GIỜ VÀNG GIẢM SỐC 45%,Ăn pizza ngon không lo HAO MÒN VÍ với ƯU ĐÃI 45% trong khung giờ 11h-17h. Giảm 35% trong những khung giờ còn lại. Chẳng những thế đượ tặng FREE NƯỚC UỐNG nếu bạn ghé thăm quán vào ngày chủ nhật. Let’s party with JOY,2019-03-01T00:00:00Z,2019-03-31T23:59:00Z,5c6e71d72affa10016b36caf,5c6e71d72affa10016b36caf,TRUE,2019-03-04T16:30:11Z,2019-03-04T16:30:11Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
5,5c7cda3fd71656001485a1ac,Test km,Test,2019-03-04T14:54:00Z,2019-03-05T14:55:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-03-03T16:17:21Z,2019-03-03T16:17:21Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c7ce311f8aab600142a14d7"",""5c7ce311f8aab600142a14d6""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c7ce311f8aab600142a14d5"", ""5c7ce311f8aab600142a14d4""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
6,5c7c7ce4f8aab600142a0a6f,Tặng hoa cho khách nữ ngày 8/3,Vào ngày 8/3 bất kỳ khách nữ nào đến quán đều được tặng hoa,2019-03-08T05:00:00Z,2019-03-08T23:59:00Z,5c73bb0f558bf400162bfc52,5c73bb0f558bf400162bfc52,TRUE,2019-03-03T16:17:07Z,2019-03-03T16:17:07Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c7c8243f8aab600142a0a8d"",""5c7c8243f8aab600142a0a8c""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c7c8243f8aab600142a0a8b"", ""5c7c8243f8aab600142a0a8a""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,2,1,1,cafe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
7,5c7ce345f8aab600142a14ef,Km cho khách hàng,Km,2019-03-04T15:34:00Z,2019-03-05T15:35:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-03-03T16:17:07Z,2019-03-03T16:17:07Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
8,5c786b0ca9228600148466e4,Km giam gia 50%,Cho tat ca cac  mon,2019-03-01T06:11:00Z,2019-03-02T06:12:00Z,5c73c4b3673cf40014db6b83,5c73c4b3673cf40014db6b83,TRUE,2019-03-01T02:06:56Z,2019-03-01T02:06:56Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5c786b0ca9228600148466e6"",""5c786b0ca9228600148466e5""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5c786b0ca9228600148466e8"", ""5c786b0ca9228600148466e7""), value = c(0, 0))",list(),0,0,1,1,"c(""tra_sua"", ""cafe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
9,5c779557dd47ea001410cbb4,Khuyến mãi gonjoy,Test,2019-02-28T15:01:00Z,2019-02-28T22:00:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-02-28T09:19:44Z,2019-02-28T09:19:44Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,cafe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
10,5c7746b39f34dc0014473324,ĂN SUSHI THẢ GA - KHÔNG LO VỀ GIÁ!!,"
(English subtile below)
 NẠP NĂNG LƯỢNG MỖI NGÀY VỚI TASTY NEW YORK 🤗🤗
🍣 Sushi Nhật Bản là xưa rồi, bữa nay phải ăn Sushi kiểu Mỹ 
🍣 Giảm 10% cho khách hàng lần đầu đến quán vào khung giờ bất kì
🍣 Giảm 10% từ khung giờ từ 2-5pm mỗi ngày cho những lần tiếp theo

SHINE THE DAY BETTER WITH DELICIOUS TASTY NEW YORK 🤗🤗
🍣 Have you heard about Sushi New York, come with us and try!! 
🍣 Discount 10% for the first time visit the restaurant
🍣 Discount 10% from 2-5pm everyday for these next times
",2019-03-01T14:00:00Z,2019-03-14T17:00:00Z,5c3070e850b2f00014edd564,5c3070e850b2f00014edd564,TRUE,2019-02-28T09:17:27Z,2019-02-28T09:17:27Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""an_vat"", ""tra_sua"", ""other"")",list(),list(),character(0),list(),0,NA,5c3070e850b2f00014edd564_f608cf5f-6129-4907-a6b3-a2e0094d1c8d.jpeg,NA,NA,NA,NA,NA,NA
11,5c74e86adab97f0014dd0282,Test promotion,Test,2019-02-26T08:30:00Z,2019-02-28T22:30:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-02-26T10:48:09Z,2019-02-26T10:48:09Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
12,5c7516addab97f0014dd0668,Happy hours,Giảm giá theo giờ,2019-02-27T06:00:00Z,2019-03-27T17:36:00Z,5c736ed00cbd23001479ef42,5c736ed00cbd23001479ef42,TRUE,2019-02-26T10:48:09Z,2019-02-26T10:48:09Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5c7516addab97f0014dd066a"",""5c7516addab97f0014dd0669""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5c7516addab97f0014dd066c"", ""5c7516addab97f0014dd066b""), value = c(0, 0))",list(),0,0,0,1,"c(""tra_sua"", ""cafe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
13,5c75fb90dab97f0014dd097d,KM 3 TANG 2,KM 3 TANG 2,2019-02-27T09:51:00Z,2019-03-06T09:52:00Z,5c73c4b3673cf40014db6b83,5c73c4b3673cf40014db6b83,TRUE,2019-02-26T10:48:09Z,2019-02-26T10:48:09Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c786b29a9228600148466ec"",""5c786b29a9228600148466eb""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c786b29a9228600148466ea"", ""5c786b29a9228600148466e9""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,2,1,1,"c(""tra_sua"", ""cafe"", ""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
14,5c739937673cf40014db6612,Khuyến mãi giảm 27% tại Tồ Tồ House,Ưu đãi đặc biệt đến từ Tồ Tồ House. Giảm ngay 27%/ tổng hoá đơn áp dụng từ ngày 25/2 đến ngày 27/2,2019-02-25T07:30:00Z,2019-02-27T22:30:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-02-25T12:32:38Z,2019-02-25T12:32:38Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
15,5c73a2b7673cf40014db6775,Mua 3 tặng 1,3 in 1,2019-02-25T15:08:00Z,2019-02-28T15:09:00Z,5c73a259e572230014dc8ac3,5c73a259e572230014dc8ac3,TRUE,2019-02-25T12:32:38Z,2019-02-25T12:32:38Z,TRUE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c73a5a7e572230014dc8b3e"",""5c73a5a7e572230014dc8b3d""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c73a5a7e572230014dc8b3c"", ""5c73a5a7e572230014dc8b3b""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
16,5c73a58ce572230014dc8b32,Giảm giá buổi sáng,Giảm giá 15% từ 09:00-12:00,2019-02-26T00:01:00Z,2019-02-28T12:00:00Z,5c73a259e572230014dc8ac3,5c73a259e572230014dc8ac3,TRUE,2019-02-25T10:23:03Z,2019-02-25T10:23:03Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c73a59de572230014dc8b3a"",""5c73a59de572230014dc8b39""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c73a59de572230014dc8b38"", ""5c73a59de572230014dc8b37""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,1,1,1,"c(""tra_sua"", ""cafe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
17,5c739e75e572230014dc8a8d,Tiệc tối KIỂU ÂU lãng mạn tại PHƯƠNG ĐÔNG BÊN Ô CỬA,"🎶 Âm nhạc, thức ăn thượng hạng, không gian nhẹ nhàng, buổi tối tuyệt vời cùng người ấy tại #Phương_Đông_bên_ô_cửa dễ dàng hơn với ưu đãi giảm giá Combo 3 món (Bít tết, Mỳ Ý, Salad cá hồi) nay chỉ còn 299K",2019-03-09T09:00:00Z,2019-04-09T22:00:00Z,5b9f0e54e012000013e77a61,5b9f0e54e012000013e77a61,TRUE,2019-02-25T10:23:03Z,2019-02-25T10:23:03Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
18,5c6fcb404a237b00147e4bc6,Khuyến mãi (test),Km,2019-02-22T17:09:00Z,2019-02-23T17:10:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-02-22T17:08:05Z,2019-02-22T17:08:05Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
19,5c6e70fa34542c0014b817a8,ĐỒNG GIÁ 11k toàn bộ menu,Giảm sập sàn uống cà phê không lo than “cháy ví”. Cuối tuần giải trí cùng bạn bè!,2019-02-21T00:00:00Z,2019-02-24T23:59:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-02-21T14:01:20Z,2019-02-21T14:01:20Z,FALSE,TRUE,0,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,cafe,list(),list(),character(0),list(),0,NA,5b039c067dd590001481eaa5_9b8c3dd3-668e-4b7a-97e3-e9f64293d0e5.jpeg,NA,NA,NA,NA,NA,NA
20,5c6e1cf1c1ccf90014db7c8e,[For demo] Tưng bừng khai trương - Giảm giá 50%,Giảm sập sàn cho ngày đầu khai trương. Nhận khuyến mãi Gonjoy và đến quán quét mã ngay để được ưu đãi.,2019-02-22T00:35:00Z,2019-02-24T23:59:00Z,5c6e152b9e79e00014e39d01,5c6e152b9e79e00014e39d01,TRUE,2019-02-20T13:20:54Z,2019-02-20T13:20:54Z,TRUE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c6e1ff1c1ccf90014db7ce0"",""5c6e1ff1c1ccf90014db7cdf""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c6e1ff1c1ccf90014db7cde"", ""5c6e1ff1c1ccf90014db7cdd""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""cafe"", ""an_vat"")",list(),list(),character(0),list(),0,NA,5c6e152b9e79e00014e39d01_a2292a25-dc74-435b-9f10-81dd1c13e45a.jpeg,NA,NA,NA,NA,NA,NA
21,5c6bb07910f42a0014bd721c,NHÀ TRÀ HÙNG VƯƠNG TƯNG BỪNG ƯU ĐÃI,"Nhà trà tặng bạn ưu đãi uống trà sữa thả ga: 

✅ Mua 2 ly tặng 1 ly (Áp dụng cho size L)
✅ Mua 3 ly tặng 1 ly (Áp dụng cho size M)

Chương trình DIỄN RA XUYÊN SUỐT luôn, nên là đi trà sữa thì nghĩ ngay đến HOUSE OF CHA HÙNG VƯƠNG nhé!
",2019-01-01T14:22:00Z,2019-12-31T23:59:00Z,5bc69479e228ae0013b7593a,5bc69479e228ae0013b7593a,TRUE,2019-02-19T12:49:31Z,2019-02-19T12:49:31Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c6e139f9e79e00014e39cdd"",""5c6e139f9e79e00014e39cdc""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c6e139f9e79e00014e39cdb"", ""5c6e139f9e79e00014e39cda""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,5bc69479e228ae0013b7593a_7205812b-81ca-45f0-8b3c-417cbc6dc3e9.png,NA,NA,NA,NA,NA,NA
22,5c6b658c3b69360014e48930,A,Mua 3 tặng 1,2019-02-28T11:09:00Z,2019-04-28T11:10:00Z,5c6ac13c4ed94c0014897eba,5c6ac13c4ed94c0014897eba,TRUE,2019-02-18T20:22:42Z,2019-02-18T20:22:42Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c6b65924ed94c0014898139"",""5c6b65924ed94c0014898138""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c6b65924ed94c0014898137"", ""5c6b65924ed94c0014898136""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,cafe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
23,5c6b789f3b69360014e48a8b,🍛 COMBO THẦN THÁNH - BỮA TRƯA VUI VẺ 🤩🤩,"Khuyến mãi combo số 9 thần thánh cho bữa trưa (Áp dụng trong khung giờ 10h-14h hằng ngày) 

✅ Cơm tomyum 39k
✅ Cơm gà sốt cay 49k
✅ Cơm chảo bò kim chi 49k
✅ Cơm canh kim chi 29k
✅ Cơm trộn 29k",2019-02-18T00:00:00Z,2019-02-24T23:59:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-02-18T20:22:42Z,2019-02-18T20:22:42Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c6e13f1c1ccf90014db7b71"",""5c6e13f1c1ccf90014db7b70""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c6e13f1c1ccf90014db7b6f"", ""5c6e13f1c1ccf90014db7b6e""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""an_vat"", ""other"")",list(),list(),character(0),list(),0,NA,5c187327c63441001573e1f3_4a403b71-8d98-4f11-838d-93d30bfd8323.png,NA,NA,NA,NA,NA,NA
24,5c6b83de3b69360014e48b08,Khuyến mãi,Test,2019-02-19T11:11:00Z,2019-02-20T11:12:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-02-18T20:22:42Z,2019-02-18T20:22:42Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,1,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
25,5c6a140766104c0014acb578,✨ TẶNG QUÀ ĐỘC QUYỀN CHO ARMY - POSTER & CARD BTS ✨,"Từ ngày 16/02 - 20/02, Nhà Trà Hùng Vương xin gởi tặng đến các A.R.M.Y một món quà nho nhỏ:
🎁 Tặng 1 poster BTS khi mua 1 size L bất kỳ😍
🎁 Tặng 1 poster BTS và 30 card BTS khi mua 2 size L bất kỳ🤩",2019-02-16T00:01:00Z,2019-02-20T23:59:00Z,5bc69479e228ae0013b7593a,5bc69479e228ae0013b7593a,TRUE,2019-02-17T14:05:38Z,2019-02-17T14:05:38Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c6a1ff72930280014ca2deb"",""5c6a1ff72930280014ca2dea""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c6a1ff72930280014ca2de9"", ""5c6a1ff72930280014ca2de8""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,"c(""tra_sua"", ""cafe"")",list(),list(),character(0),list(),0,NA,5bc69479e228ae0013b7593a_f96cbf4c-438c-4dc2-a4bf-c6a4f3745c1c.jpg,NA,NA,NA,NA,NA,NA
26,5c677b0221149200140a90e2,Hải sản ngon lành - GIẢM 10% quẫy tưng bừng cùng bạn bè,"Nằm ở cung đường biển mát mẻ, chiều chiều đón gió từ biển thổi vào, ngồi thưởng thức hải sản tươi sống thì đúng điệu rồi. Hải sản ở đây tươi sống, mấy con cá, con tôm còn bơi lỏng bỏng trong hồ, được đầu bếp đem vào chế biến ngay rồi mang đĩa đồ ăn nóng hổi ra liền cho khách. Bạn sẽ chẳng bị lỡ một chút dinh dưỡng, tươi ngon nào! Đến BÉ SAM thưởng thức hải sản ngon với giá ưu đãi bạn nha!",2019-02-14T00:50:00Z,2019-02-21T23:59:00Z,5c3c39c51023dc001633081f,5c3c39c51023dc001633081f,TRUE,2019-02-16T09:46:46Z,2019-02-16T09:46:46Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c677d3421149200140a9149"",""5c677d3421149200140a9148""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c677d3421149200140a9147"", ""5c677d3421149200140a9146""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5c3c39c51023dc001633081f_5e7e2263-0e92-4be7-b69d-407e3a5c7bc2.jpg,NA,NA,NA,NA,NA,NA
27,5c64db0bcbdd7a00146e84b3,DUY NHẤT TRONG NGÀY VALENTINE 14/02. ƯU ĐÃI 14% KHI QUÉT MÃ GONJOY,Khuyến mãi 14% trên tổng hóa đơn. Thời gian áp dụng duy nhất trong ngày Valentine 14/02. Nhanh tay lấy mã Gonjoy đến Tồ Tồ House để nhận ngay ưu đãi nhé,2019-02-14T07:30:00Z,2019-02-14T22:30:00Z,5c187327c63441001573e1f3,5c187327c63441001573e1f3,TRUE,2019-02-13T20:34:19Z,2019-02-13T20:34:19Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,2,1,1,other,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
28,5c638b09e554660014ce89d4,"Tích luỹ
",Mua 3 tặng 1,2019-02-13T10:11:00Z,2019-02-22T10:12:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-02-13T10:09:21Z,2019-02-13T10:09:21Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""cafe"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
29,5c60e13ddecea8001404de97,Khuyến mãi 20%,Khuyến mãi,2019-02-11T08:30:00Z,2019-02-12T22:30:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-02-10T22:01:32Z,2019-02-10T22:01:32Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""tra_sua"", ""ca_fe"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
30,5c61398edecea8001404e2dd,Giảm giá 30%,Khuyến mãi,2019-02-11T08:30:00Z,2019-02-11T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-02-10T22:01:32Z,2019-02-10T22:01:32Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
31,5c515c550c031f0014c0f568,THƯỞNG TRÀ TẾT AN NHIÊN - LÌ XÌ TRAO TAY LIỀN,Quý khách đến thưởng trà tại The' Na từ 28 đến mồng 6 Tết âm lịch (nhằm ngày 1-9/02 dương lịch) với hóa đơn 200k trở lên được tham gia rút bao lì xì tại quán với nhiều mệnh giá khác nhau. Thưởng trà ngon nhận vận may tại The' Na ngay bạn nhé!,2019-02-01T00:10:00Z,2019-02-09T23:59:00Z,5bc588052aff7300137e72be,5bc588052aff7300137e72be,TRUE,2019-01-30T14:40:22Z,2019-01-30T14:40:22Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,other,list(),list(),character(0),list(),0,NA,5bc588052aff7300137e72be_dfa63efa-41ee-4a21-9ce3-cfa8a296d3c2.png,NA,NA,NA,NA,NA,NA
32,5c51050582ea9c0014ff2442,Vui Tết Kỷ Hợi cùng Gonjoy,Khuyến mãi,2019-02-11T08:30:00Z,2019-02-12T22:30:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-01-29T16:43:02Z,2019-01-29T16:43:02Z,FALSE,TRUE,1,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5c60e14fdecea8001404de9f"",""5c60e14fdecea8001404de9e""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5c60e14fdecea8001404de9d"", ""5c60e14fdecea8001404de9c""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,5bf65105e7598700130a7f86_4debdf7b-df95-4334-9ad8-0049158262e5.jpg,NA,NA,NA,NA,NA,NA
33,5c51048318eff000145ed322,Mua 2 tặng 1,Khuyến mãi,2019-01-30T08:30:00Z,2019-01-30T22:30:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-01-29T13:16:01Z,2019-01-29T13:16:01Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,5bf65105e7598700130a7f86_95a4fec0-7cbc-47af-b537-afae06faf4a1.jpg,NA,NA,NA,NA,NA,NA
34,5c4ed4f78be0120014d04858,Đồng giá 29k,Khuyến mãi,2019-01-28T17:09:00Z,2019-01-28T22:10:00Z,5bf65105e7598700130a7f86,5bf65105e7598700130a7f86,TRUE,2019-01-28T16:18:28Z,2019-01-28T16:18:28Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,ca_fe,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
35,5c4e7e175371080014a16070,Mua 2 tặng 1,Khuyến mãi,2019-01-28T08:30:00Z,2019-01-31T22:30:00Z,5b039c067dd590001481eaa5,5b039c067dd590001481eaa5,TRUE,2019-01-28T10:51:04Z,2019-01-28T10:51:04Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,tra_sua,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
36,5c4e79306d349a0014dbea60,Ưu đãi 20%,Khuyến mãi,2019-01-28T08:30:00Z,2019-01-31T22:30:00Z,5b052a0dd3765900147d2fb4,5b052a0dd3765900147d2fb4,TRUE,2019-01-28T09:41:14Z,2019-01-28T09:41:14Z,FALSE,TRUE,1,list(),list(),character(0),0,0,0,0,list(),0,0,0,1,"c(""ca_fe"", ""tra_sua"")",list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
